figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:r123_atlas_f19a,UGC00731,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.494702621695, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC00731:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC00731,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC00731:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC00731,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",12 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC00731,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC00731,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.431111052151, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC00731:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC00731,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC00731:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.461564993914, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.460562261296, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.461878776005, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.460932469542, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",8 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.458559968699, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC04483,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC04483:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.451965595998, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.438400275296, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.451319271936, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.514311011603, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",11 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.378432563828, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC05750,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC05750:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.346112621305, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,7 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.342407387524, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,7 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.34624852262, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,7 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.389981638677, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,7 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",7 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.323384604346, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19a,UGC10310,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,7 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_a:UGC10310:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
